Стройинвест,representative_developer,https://balashikha.cian.ru/sale/flat/305430970/,Балашиха,sale,flat,16,17,2,49.8,-1,0,8396380,, Поликахина,2,Лухмановская,Центр-2
БАРС Лизинг,real_estate_agent,https://balashikha.cian.ru/sale/flat/306496312/,Балашиха,sale,flat,14,24,1,41.3,-1,0,7100000,, Разина,1А,Салтыковская,28 микрорайон
Самолет,developer,https://balashikha.cian.ru/sale/flat/308650832/,Балашиха,sale,flat,8,22,1,46.96,-1,0,7154450,,,к8,Некрасовка,Новоград Павлино
БАРС Лизинг,real_estate_agent,https://balashikha.cian.ru/sale/flat/296593080/,Балашиха,sale,flat,3,24,1,46.8,-1,0,7773000,, Разина,1А,Салтыковская,28 микрорайон
БАРС Лизинг,real_estate_agent,https://balashikha.cian.ru/sale/flat/296593320/,Балашиха,sale,flat,20,24,2,59.5,-1,0,9678000,, Разина,1А,Салтыковская,28 микрорайон
Владимир Тарасов,realtor,https://balashikha.cian.ru/sale/flat/304552588/,Балашиха,sale,flat,3,17,1,44.0,-1,0,5500000,, Свердлова,46,Щёлковская,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308651000/,Балашиха,sale,flat,11,22,1,32.82,-1,0,5971181,,,,Некрасовка,Новоград Павлино
БАРС Лизинг,real_estate_agent,https://balashikha.cian.ru/sale/flat/304043218/,Балашиха,sale,flat,10,24,2,69.8,-1,0,10550000,, Разина,1А,Салтыковская,28 микрорайон
ID 10606565,realtor,https://balashikha.cian.ru/sale/flat/306447400/,Балашиха,sale,flat,2,9,1,30.0,-1,0,3780000,, 40 лет Победы,9,Салтыковская,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308651070/,Балашиха,sale,flat,20,22,1,34.3,-1,0,6476989,, Бояринова,30,Ольгино,Новоград Павлино
БАРС Лизинг,real_estate_agent,https://balashikha.cian.ru/sale/flat/296593080/,Балашиха,sale,flat,3,24,1,46.8,-1,0,7773000,, Разина,1А,Салтыковская,28 микрорайон
Елена Хмура,realtor,https://balashikha.cian.ru/sale/flat/189120598/,Балашиха,sale,flat,12,16,1,34.2,-1,0,5150000,,,16,Щёлковская,
Стройинвест,representative_developer,https://balashikha.cian.ru/sale/flat/305430970/,Балашиха,sale,flat,16,17,2,49.8,-1,0,8396380,, Поликахина,2,Лухмановская,Центр-2
БАРС Лизинг,real_estate_agent,https://balashikha.cian.ru/sale/flat/306496312/,Балашиха,sale,flat,14,24,1,41.3,-1,0,7100000,, Разина,1А,Салтыковская,28 микрорайон
Ваши Соседи Торги,real_estate_agent,https://balashikha.cian.ru/sale/flat/308061962/,Балашиха,sale,flat,3,6,1,36.9,-1,0,4428000,,Школьная ,25,Салтыковская,Квартал Европа
Самолет,developer,https://balashikha.cian.ru/sale/flat/308650832/,Балашиха,sale,flat,8,22,1,46.96,-1,0,7154450,,,к8,Некрасовка,Новоград Павлино
do A.S.A.P.,real_estate_agent,https://balashikha.cian.ru/sale/flat/308184164/,Балашиха,sale,flat,13,14,2,67.0,-1,0,11950000,, Евстафьева,9,Салтыковская,
CENTURY 21 Перспектива,real_estate_agent,https://balashikha.cian.ru/sale/flat/306840853/,Балашиха,sale,flat,2,4,2,55.0,-1,0,5500000,,Институтская ,22А,Кучино,
Абсолют Недвижимость,representative_developer,https://balashikha.cian.ru/sale/flat/304783293/,Балашиха,sale,flat,18,22,2,36.9,-1,0,6169013,,,к6,Некрасовка,Новоград Павлино
БАРС Лизинг,real_estate_agent,https://balashikha.cian.ru/sale/flat/306497146/,Балашиха,sale,flat,23,24,2,69.8,-1,0,10550000,, Разина,1А,Салтыковская,28 микрорайон
ОГРК,real_estate_agent,https://balashikha.cian.ru/sale/flat/308630850/,Балашиха,sale,flat,10,12,2,40.0,-1,0,4699000,, 1 Мая,2,Железнодорожная,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308650834/,Балашиха,sale,flat,20,22,1,42.89,-1,0,7243778,,,к8,Некрасовка,Новоград Павлино
СТРОЙИНВЕСТ,real_estate_agent,https://balashikha.cian.ru/sale/flat/293359797/,Балашиха,sale,flat,3,17,2,57.4,-1,0,8543160,,проспект Героев,12,Железнодорожная,
Анна Панасенко,realtor,https://balashikha.cian.ru/sale/flat/306140553/,Балашиха,sale,flat,7,9,1,34.2,-1,0,5200000,, Маяковского,2,Железнодорожная,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308650802/,Балашиха,sale,flat,17,22,2,54.66,-1,0,10221467,,,к8,Некрасовка,Новоград Павлино
БАРС Лизинг,real_estate_agent,https://balashikha.cian.ru/sale/flat/296594731/,Балашиха,sale,flat,13,24,1,41.4,-1,0,7100000,, Разина,1А,Салтыковская,28 микрорайон
PROнедвижимость,real_estate_agent,https://balashikha.cian.ru/sale/flat/308335308/,Балашиха,sale,flat,4,14,1,37.3,-1,0,5400000,,Московский бульвар,2,Салтыковская,
Стройинвест,representative_developer,https://balashikha.cian.ru/sale/flat/305430719/,Балашиха,sale,flat,16,17,2,57.7,-1,0,8587680,,проспект Героев,12,Лухмановская,Центр-2
CENTURY 21 Перспектива,real_estate_agent,https://balashikha.cian.ru/sale/flat/307542183/,Балашиха,sale,flat,1,5,2,41.0,-1,0,5700000,, Береговая,1,Кучино,
Магазин квартир,real_estate_agent,https://balashikha.cian.ru/sale/flat/307682983/,Балашиха,sale,flat,5,5,2,43.0,-1,0,4950000,, Маяковского,21,Железнодорожная,
Стройинвест,representative_developer,https://balashikha.cian.ru/sale/flat/305430957/,Балашиха,sale,flat,16,17,2,56.9,-1,0,9220040,, Поликахина,2,Лухмановская,Центр-2
do A.S.A.P.,real_estate_agent,https://balashikha.cian.ru/sale/flat/302082444/,Балашиха,sale,flat,2,27,2,52.0,-1,0,11000000,, Некрасова,11Б,Кучино,Новое Измайлово-2
Самолет,developer,https://balashikha.cian.ru/sale/flat/308651172/,Балашиха,sale,flat,21,22,2,54.66,-1,0,9940230,,,к6,Некрасовка,Новоград Павлино
СТРОЙИНВЕСТ,real_estate_agent,https://balashikha.cian.ru/sale/flat/293374610/,Балашиха,sale,flat,13,17,2,55.4,-1,0,8412560,,проспект Героев,12,Железнодорожная,
СЕТЬСТРОЙ БАЛАШИХА,developer,https://balashikha.cian.ru/sale/flat/292585532/,Балашиха,sale,flat,14,17,1,30.0,-1,0,6210000,г. Балашиха,ул. Твардовского,к3,Новокосино,Квартал Светлый ЖК
СТРОЙИНВЕСТ,real_estate_agent,https://balashikha.cian.ru/sale/flat/291039016/,Балашиха,sale,flat,12,17,2,55.4,-1,0,8412560,,проспект Героев,12,Железнодорожная,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308722144/,Балашиха,sale,flat,20,22,1,36.61,-1,0,6334409,,,к7,Некрасовка,Новоград Павлино
СТРОЙИНВЕСТ,real_estate_agent,https://balashikha.cian.ru/sale/flat/292282337/,Балашиха,sale,flat,11,17,2,64.4,-1,0,9524000,,проспект Героев,12,Новокосино,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308661820/,Балашиха,sale,flat,2,24,1,47.96,-1,0,7088719,,,,Салтыковская,Квартал Авиаторов ЖК
Макспол Парк Культуры,real_estate_agent,https://balashikha.cian.ru/sale/flat/302153273/,Балашиха,sale,flat,6,20,1,45.5,-1,0,4900000,, Чистопольская,32,Щёлковская,Эдельвейс-Комфорт
Стройинвест,representative_developer,https://balashikha.cian.ru/sale/flat/305430819/,Балашиха,sale,flat,4,17,2,56.3,-1,0,8211020,, Поликахина,2,Лухмановская,Центр-2
Консультант по недвижимости 62,real_estate_agent,https://balashikha.cian.ru/sale/flat/299730916/,Балашиха,sale,flat,9,10,1,32.0,-1,0,5650000,, Свердлова,35,Салтыковская,
СЕТЬСТРОЙ БАЛАШИХА,developer,https://balashikha.cian.ru/sale/flat/292441684/,Балашиха,sale,flat,3,17,1,32.1,-1,0,6420000,г. Балашиха,ул. Твардовского,к3,Новокосино,Квартал Светлый ЖК
ОГРК,real_estate_agent,https://balashikha.cian.ru/sale/flat/304577496/,Балашиха,sale,flat,15,19,1,42.5,-1,0,5950000,, Троицкая,2,Ольгино,Новое Павлино
СЕТЬСТРОЙ БАЛАШИХА,developer,https://balashikha.cian.ru/sale/flat/297937724/,Балашиха,sale,flat,10,17,1,35.2,-1,0,7110400,г. Балашиха,ул. Твардовского,к4,Новокосино,Квартал Светлый ЖК
Life Style,real_estate_agent,https://balashikha.cian.ru/sale/flat/307306308/,Балашиха,sale,flat,3,3,2,50.6,-1,0,6000000,, Советская,32,Железнодорожная,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308661946/,Балашиха,sale,flat,15,17,1,36.69,-1,0,7952907,,,к8,Щёлковская,Квартал Авиаторов ЖК
ФСК Агент,real_estate_agent,https://balashikha.cian.ru/sale/flat/304791967/,Балашиха,sale,flat,15,19,1,42.5,-1,0,6450000,,проспект Героев,9,Железнодорожная,
Абсолют Недвижимость,representative_developer,https://balashikha.cian.ru/sale/flat/304783418/,Балашиха,sale,flat,19,22,2,37.1,-1,0,6345827,,,к7,Некрасовка,Новоград Павлино
ОГРК,real_estate_agent,https://balashikha.cian.ru/sale/flat/308098028/,Балашиха,sale,flat,7,21,1,34.5,-1,0,6499000,,проспект Героев,16,Железнодорожная,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308651131/,Балашиха,sale,flat,19,22,1,37.2,-1,0,6538393,, Бояринова,36,Ольгино,Новоград Павлино
ОГРК,real_estate_agent,https://balashikha.cian.ru/sale/flat/306452040/,Балашиха,sale,flat,15,17,1,39.9,-1,0,6499000,, Поликахина,1,Железнодорожная,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308722134/,Балашиха,sale,flat,14,22,1,42.89,-1,0,7134280,,,к7,Некрасовка,Новоград Павлино
ФСК Агент,real_estate_agent,https://balashikha.cian.ru/sale/flat/303444946/,Балашиха,sale,flat,1,18,2,54.0,-1,0,6990000,,Зеленая ,33,Никольское,Жемчужина Балашихи
Самолет,developer,https://balashikha.cian.ru/sale/flat/308650940/,Балашиха,sale,flat,22,22,1,43.77,-1,0,6786856,,,,Некрасовка,Новоград Павлино
ID 12965146,unknown,https://balashikha.cian.ru/sale/flat/301081944/,Балашиха,sale,flat,16,16,2,54.0,-1,0,7450000,,,16,Щёлковская,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308651061/,Балашиха,sale,flat,7,22,1,36.9,-1,0,6676290,, Бояринова,30,Ольгино,Новоград Павлино
ФСК Агент,real_estate_agent,https://balashikha.cian.ru/sale/flat/305677566/,Балашиха,sale,flat,4,17,2,63.7,-1,0,7505700,, Лесопарковая,18,Железнодорожная,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308651110/,Балашиха,sale,flat,20,22,1,36.0,-1,0,7307928,, Бояринова,36,Ольгино,Новоград Павлино
ФСК Агент,real_estate_agent,https://balashikha.cian.ru/sale/flat/306904684/,Балашиха,sale,flat,4,17,2,63.1,-1,0,8000000,, Корнилаева,20,Железнодорожная,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308651172/,Балашиха,sale,flat,21,22,2,54.66,-1,0,9940230,,,к6,Некрасовка,Новоград Павлино
СТРОЙИНВЕСТ,real_estate_agent,https://balashikha.cian.ru/sale/flat/292282337/,Балашиха,sale,flat,11,17,2,64.4,-1,0,9524000,,проспект Героев,12,Новокосино,
CENTURY 21 Перспектива,real_estate_agent,https://balashikha.cian.ru/sale/flat/308555998/,Балашиха,sale,flat,4,18,1,39.0,-1,0,6250000,, Маяковского,26,Железнодорожная,
СЕТЬСТРОЙ БАЛАШИХА,developer,https://balashikha.cian.ru/sale/flat/292585532/,Балашиха,sale,flat,14,17,1,30.0,-1,0,6210000,г. Балашиха,ул. Твардовского,к3,Новокосино,Квартал Светлый ЖК
СТРОЙИНВЕСТ,real_estate_agent,https://balashikha.cian.ru/sale/flat/293359468/,Балашиха,sale,flat,3,17,2,55.5,-1,0,8427700,,проспект Героев,12,Железнодорожная,
Квартирный вопрос,real_estate_agent,https://balashikha.cian.ru/sale/flat/308834636/,Балашиха,sale,flat,12,12,1,37.5,-1,0,5750000,,,40,Никольское,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308722144/,Балашиха,sale,flat,20,22,1,36.61,-1,0,6334409,,,к7,Некрасовка,Новоград Павлино
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://balashikha.cian.ru/sale/flat/308854190/,Балашиха,sale,flat,14,15,2,53.1,-1,0,10300000,,Солнечная ,22,Салтыковская,
Виктор Орешков,realtor,https://balashikha.cian.ru/sale/flat/300113167/,Балашиха,sale,flat,6,9,2,34.0,-1,0,5495000,, Маяковского,20,Железнодорожная,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308661820/,Балашиха,sale,flat,2,24,1,47.96,-1,0,7088719,,,,Салтыковская,Квартал Авиаторов ЖК
Макспол Парк Культуры,real_estate_agent,https://balashikha.cian.ru/sale/flat/302153273/,Балашиха,sale,flat,6,20,1,45.5,-1,0,4900000,, Чистопольская,32,Щёлковская,Эдельвейс-Комфорт
Юникор Недвижимость,real_estate_agent,https://balashikha.cian.ru/sale/flat/307713593/,Балашиха,sale,flat,11,13,1,34.1,-1,0,4900000,,проспект Ленина,30,Салтыковская,
Стройинвест,representative_developer,https://balashikha.cian.ru/sale/flat/305430819/,Балашиха,sale,flat,4,17,2,56.3,-1,0,8211020,, Поликахина,2,Лухмановская,Центр-2
ФСК Агент,real_estate_agent,https://balashikha.cian.ru/sale/flat/306904684/,Балашиха,sale,flat,4,17,2,63.1,-1,0,8000000,, Корнилаева,20,Железнодорожная,
Челофт,real_estate_agent,https://balashikha.cian.ru/sale/flat/306480536/,Балашиха,sale,flat,18,21,1,40.2,-1,0,5700000,, Граничная,38,Ольгино,
СЕТЬСТРОЙ БАЛАШИХА,developer,https://balashikha.cian.ru/sale/flat/292441684/,Балашиха,sale,flat,3,17,1,32.1,-1,0,6420000,г. Балашиха,ул. Твардовского,к3,Новокосино,Квартал Светлый ЖК
ФСК Агент,real_estate_agent,https://balashikha.cian.ru/sale/flat/305677566/,Балашиха,sale,flat,4,17,2,63.7,-1,0,7505700,, Лесопарковая,18,Железнодорожная,
Виталий Русаков,realtor,https://balashikha.cian.ru/sale/flat/297745504/,Балашиха,sale,flat,6,19,1,37.0,-1,0,5150000,, Троицкая,4,Ольгино,Новое Павлино
СЕТЬСТРОЙ БАЛАШИХА,developer,https://balashikha.cian.ru/sale/flat/297937724/,Балашиха,sale,flat,10,17,1,35.2,-1,0,7110400,г. Балашиха,ул. Твардовского,к4,Новокосино,Квартал Светлый ЖК
ID 12965146,unknown,https://balashikha.cian.ru/sale/flat/301081944/,Балашиха,sale,flat,16,16,2,54.0,-1,0,7450000,,,16,Щёлковская,
CENTURY 21 Перспектива,real_estate_agent,https://balashikha.cian.ru/sale/flat/308696769/,Балашиха,sale,flat,2,5,1,30.2,-1,0,4500000,,шоссе Энтузиастов,73,Салтыковская,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308661946/,Балашиха,sale,flat,15,17,1,36.69,-1,0,7952907,,,к8,Щёлковская,Квартал Авиаторов ЖК
ОГРК,real_estate_agent,https://balashikha.cian.ru/sale/flat/304577496/,Балашиха,sale,flat,15,19,1,42.5,-1,0,5950000,, Троицкая,2,Ольгино,Новое Павлино
ID 123349796,homeowner,https://balashikha.cian.ru/sale/flat/308644572/,Балашиха,sale,flat,4,19,1,45.9,-1,0,6500000,,Московский проезд,13,Салтыковская,"Балашиха, мкр. 25"
Абсолют Недвижимость,representative_developer,https://balashikha.cian.ru/sale/flat/304783418/,Балашиха,sale,flat,19,22,2,37.1,-1,0,6345827,,,к7,Некрасовка,Новоград Павлино
ФСК Агент,real_estate_agent,https://balashikha.cian.ru/sale/flat/305675720/,Балашиха,sale,flat,2,18,2,60.0,-1,0,8240000,,Зеленая ,33,Никольское,Жемчужина Балашихи
Самолет Плюс Москва,real_estate_agent,https://balashikha.cian.ru/sale/flat/296306512/,Балашиха,sale,flat,5,5,1,31.0,-1,0,4450000,, Заводская,6,Ольгино,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308651131/,Балашиха,sale,flat,19,22,1,37.2,-1,0,6538393,, Бояринова,36,Ольгино,Новоград Павлино
ФСК Агент,real_estate_agent,https://balashikha.cian.ru/sale/flat/303444946/,Балашиха,sale,flat,1,18,2,54.0,-1,0,6990000,,Зеленая ,33,Никольское,Жемчужина Балашихи
Олеся Власкина,realtor,https://balashikha.cian.ru/sale/flat/302363437/,Балашиха,sale,flat,7,9,1,38.0,-1,0,5200000,, Карла Маркса,16а,Салтыковская,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308722134/,Балашиха,sale,flat,14,22,1,42.89,-1,0,7134280,,,к7,Некрасовка,Новоград Павлино
ФСК Агент,real_estate_agent,https://balashikha.cian.ru/sale/flat/304791967/,Балашиха,sale,flat,15,19,1,42.5,-1,0,6450000,,проспект Героев,9,Железнодорожная,
ID 13694606,homeowner,https://balashikha.cian.ru/sale/flat/308889210/,Балашиха,sale,flat,1,9,1,34.8,-1,0,5580000,, Советская,34,Железнодорожная,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308650940/,Балашиха,sale,flat,22,22,1,43.77,-1,0,6786856,,,,Некрасовка,Новоград Павлино
Консультант по недвижимости 62,real_estate_agent,https://balashikha.cian.ru/sale/flat/299730916/,Балашиха,sale,flat,9,10,1,32.0,-1,0,5650000,, Свердлова,35,Салтыковская,
Нина Коваленко,realtor,https://balashikha.cian.ru/sale/flat/308893760/,Балашиха,sale,flat,1,21,1,38.0,-1,0,4990000,, Граничная,38,Ольгино,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308651061/,Балашиха,sale,flat,7,22,1,36.9,-1,0,6676290,, Бояринова,30,Ольгино,Новоград Павлино
ОГРК,real_estate_agent,https://balashikha.cian.ru/sale/flat/308098028/,Балашиха,sale,flat,7,21,1,34.5,-1,0,6499000,,проспект Героев,16,Железнодорожная,
ОГРК,real_estate_agent,https://balashikha.cian.ru/sale/flat/306651940/,Балашиха,sale,flat,2,5,1,30.7,-1,0,4500000,,Парковая ,13,Салтыковская,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308651110/,Балашиха,sale,flat,20,22,1,36.0,-1,0,7307928,, Бояринова,36,Ольгино,Новоград Павлино
ОГРК,real_estate_agent,https://balashikha.cian.ru/sale/flat/306452040/,Балашиха,sale,flat,15,17,1,39.9,-1,0,6499000,, Поликахина,1,Железнодорожная,
ID 123257791,homeowner,https://balashikha.cian.ru/sale/flat/308521696/,Балашиха,sale,flat,13,17,1,39.5,-1,0,6470000,,Советская ,56,Салтыковская,
Самолет,developer,https://balashikha.cian.ru/sale/flat/308722126/,Балашиха,sale,flat,19,22,2,70.14,-1,0,12198609,,,к7,Некрасовка,Новоград Павлино
СТРОЙИНВЕСТ,real_estate_agent,https://balashikha.cian.ru/sale/flat/302531443/,Балашиха,sale,flat,16,16,1,35.2,-1,0,5850000,, Струве,11,Железнодорожная,Центр-2
Екатерина Гора,realtor,https://balashikha.cian.ru/sale/flat/308712326/,Балашиха,sale,flat,2,4,2,44.2,-1,0,5700000,,,99В,Первомайская,
Абсолют Недвижимость,representative_developer,https://balashikha.cian.ru/sale/flat/305319283/,Балашиха,sale,flat,15,20,1,36.0,-1,0,5757887,, Романычева,5,Некрасовка,Новоград Павлино
Гранд Сервис Недвижимость,real_estate_agent,https://balashikha.cian.ru/sale/flat/306248751/,Балашиха,sale,flat,2,14,1,38.0,-1,0,6999000,,бульвар Молодежный,5/3,Щёлковская,Щитниково Янтарный
ИНФИНИТИ,real_estate_agent,https://balashikha.cian.ru/sale/flat/306071127/,Балашиха,sale,flat,17,21,1,31.1,-1,0,5500000,, Бояринова,19,Ольгино,Новоград Павлино
СЕТЬСТРОЙ БАЛАШИХА,developer,https://balashikha.cian.ru/sale/flat/292459354/,Балашиха,sale,flat,15,17,2,54.3,-1,0,10425600,г. Балашиха,ул. Твардовского,к4,Новокосино,Квартал Светлый ЖК
Century 21 Харламов,real_estate_agent,https://balashikha.cian.ru/sale/flat/302922847/,Балашиха,sale,flat,7,9,1,32.4,-1,0,5555555,, Победы,18,Салтыковская,
ID 116375084,homeowner,https://balashikha.cian.ru/sale/flat/301833145/,Балашиха,sale,flat,6,22,1,43.51,-1,0,5900000,, Дмитриева,12,Первомайская,Алексеевская роща
СЕТЬСТРОЙ БАЛАШИХА,developer,https://balashikha.cian.ru/sale/flat/304035252/,Балашиха,sale,flat,3,17,2,49.6,-1,0,9374400,г. Балашиха,ул. Твардовского,к3,Новокосино,Квартал Светлый ЖК
Доступная Недвижимость. 8 отдел,real_estate_agent,https://balashikha.cian.ru/sale/flat/308629371/,Балашиха,sale,flat,3,10,1,33.1,-1,0,5150000,, Свердлова,57,Щёлковская,
МИРА  - городская недвижимость,real_estate_agent,https://balashikha.cian.ru/sale/flat/308366764/,Балашиха,sale,flat,5,21,1,38.0,-1,0,5299999,, Бояринова,25,Ольгино,Новоград Павлино
Абсолют Недвижимость,representative_developer,https://balashikha.cian.ru/sale/flat/304783167/,Балашиха,sale,flat,21,22,2,37.11,-1,0,6230950,,,к8,Некрасовка,Новоград Павлино
Людмила Горбачева,realtor,https://balashikha.cian.ru/sale/flat/305384228/,Балашиха,sale,flat,5,5,2,44.5,-1,0,6500000,, Юлиуса Фучика,2к1,Кучино,
